Text,toxic
bhosri k haha kia kar raha ha,1
bhosri k bole ga kia,1
han to bhosri k tum b dekho,1
abay yaar meri gand phati hui ha aik to laptop kharab,1
dosra NE form gand me phasa hua ha,1
abay bhosri k link copy kar k new tab me khol,1
gand phat jaye ki paison me,1
Han baap hu bhrwe,1
nai tu baap laga hua ha bhosri k,1
to bhosri k tmne bataya nai,1
gand mardi ha 5 semester k results ne,1
madarchood subha se gand mara rahy tha kia,1
kia gandmari kar rahay ho?,1
bhosri k filter laga k de raha ha ye to me online bhi karloon,1
to or kya krna hai gandu,1
bhosri k chutiya bana rahay ho tum,1
lkn lora farq nai parhta,1
abay bhosri k semester cell se ja k lay le free me de raha ha,1
abay bhosri k pouch raha hoon,1
Gandu ha wo bhe,1
Afsos ki bt ha gandu na mjhay kaha tha,1
han wo rods gand me le lay,1
or koi badchodi nae kr rha kasam se,1
Bc thnd buhat ha gand phate g,1
acha hua chala gya to lode lgne se bch gye,1
Or Mera Kal mushkil ha idhr gand pahte Hui ha,1
hazim sahab k chutiyapy khatm nh horahay,1
class ka harami pan ha,1
ye gando qoom kabhi nai sudhray gi,1
England say lanat bej rhi hon qabool kro,1
ye kaise log hay lanat hay tum sub p,1
Jinnah ki yeh nahi kha tha lanat teri shakal kuti ki bachi ja k prh history..,1
Lanat ha un Logon par Jo Aisi Taxi ko Support krty hen,1
Lakh di lanat esi auraton par,1
Bara kanjar amir liaqat Randi marwi sermad,1
aur logon ko tag kr k agly ki gand na jalaen,1
sala har jagah nahoosiat nazar anay lagi hai,1
mout ajati hai rauhani kanjroOn ko like karte hue ...,1
Tumhri shakalon pr lanat beshumar,1
Logan ne garon mi randi khane khol rakhe hen,1
ye aurat March nhi lanat March hai,1
Nai bahi aik din Jane me Gand phat gai thi,1
bas theek ha dafa hojao,1
bhosri ka replay b kardia karo har waqt maha se lagay rehtay ho,1
han bay kaminay,1
han gandu chal he raha ha,1
aby mardarchiod tera msg kae reply krnay thoori betha hun fb par parha tha,1
jab tak gali na do suntay he nai hain bhosri k,1
madarchood replay to do,1
bhossrik kayy nae hai merayy pass,1
abay haramkhor pic ha to de urdu ki,1
kal gand phatanay wali ha,1
itni chizan na baato kae sir gand mae dain ques pouch pouch kr,1
hawas ka pujari sudhar ja bharway,1
abay bachodi na kar yar,1
chutya hy be yay to ese,1
isko tmhri gand chaiyay group joim kryga,1
Gand khol k dekh lo apni,1
bharway kya hy yay,1
gulshan chorr uni road ki chudi pari hai,1
bs batein choodna ati hain tumhey,1
me gand phardun ga bharwey,1
ab tum sb ke randi roney start,1
gando or kitni gand marwaye ga mjh s,1
m chod chod kar thak gaya magar to chudwa chudwa kar nh thaka,1
jani lund taty chor mjh papers ki tens horahi h,1
Han jani chood chood ke apna nam roshan kar,1
chood dey moti ko,1
lagta h tere sath hochuka h gando,1
Pathano ka bharosa hi nahi hai bc jahaan gand dekhi lund ka mou morh us taraf kar dete hai,1
Pathano ka bharosa hi jahi hai bc kab lund ka mou morh lein,1
defected k bachy madarchod jab chodo ga tow pata lag jaye ga,1
kal gand chck kar li te m n,1
Moti tere pechey parh gaya ab ye ke tere ko chodey ga,1
mohti barwe tjh chodo ga ma aj,1
Nahi aya chutiya bana raha tha,1
Gand bacha apni beta,1
aya kanjar k bacha,1
Apni pic q dal rha hai chotiye,1
Gand nahi marwana apni,1
Chutya ho tm dono,1
Hawn bosrike nabeel ye aurtin wali harkatein choordo bosrike,1
Nabeel chotiye kya read kr kr k mzey le rha h lund khuja k soja shabsh,1
Tere lund pe baal hain,1
Jb me bolta hu na phr samne wala lund khujata rh jata h,1
tm aik chotiya ho bs,1
To akasha sahi hai tum hi chutya ho,1
Class rekh wadi lund ney,1
Akasha chutya hai randi,1
Teri wali adat hai bhi nahi meri gand maraney ki bc,1
Jeena nechey dekh teri gand jaal rahi hai bharwey,1
Dekha bap ke barey me bola jeena ke to gand jaal gaye jeena ki,1
Nahi chahiye teri kalli kalli balon wali gand,1
Itna chutya hogaya hai tu ke apni hi le raha hai khud,1
Meri to jali v h phle se kaali gand h meri,1
Ab gand jaal rahi hai to lambi nahi kar,1
Aik click me bnda mar gya isey gand marna nh kehte,1
Phir gand bhi to maar raha tha sniper lene ke bad,1
Aklee choodun tm jeson ko to,1
Nahi bey wo log bht lund hai kasam se,1
Or wo sarey lund hai ab khailoga hi nahi bhae unke sath,1
muskuratay muskuratay gand mar dega wo,1
laiken tumlog lund hona neyasti sb ke sb,1
Chal bhosrike tukhey kyun uthaoga mein,1
ab tum hamaray tattay uthao gay to hum ayenga,1
tatey nahi uthao izzat se ajana,1
mere mou mein le le ke teri shakal bhi lund jesi hogai hai,1
Tera okhara hua hi hai bosrike,1
Izzat se ajana ziada randi roney nahi,1
sai laya ha bhosri k,1
Bht hi lund pics hain,1
Warna me nahi choodoga teri gand gandi hai kali kali balon wali,1
Warna apna dosra kam karo ashbal ki gand maro,1
Abhi to aya hun me bc gand marney,1
phir akhir me aogy jb gand band hogi tumhari to,1
Kal se ajana gando,1
Hahaha harami hogaye ho tum mere sath reh reh kar,1
Lund ni gaye tum,1
Kia lora mera Gaya tha me aj,1
Phir chutya banana shuru tum,1
Bhosrike tum nahi aye aj uni,1
Bc ginti k kaam bole hen tum log bhenchod 5 bandon se nhi horhy wo,1
Kuch nhi hota chuttu,1
Agar rat se gand phat rahi hai to,1
Han mera lund logy geela?,1
Jeena ko kuch nahi bolna bc gand pharduga tat tumhari bhi,1
Yr baaten nhi chod,1
Yawr jeena ye dekh inke randi roney,1
Agar nahi ana to saaf batado bhai randi roney nahi karo,1
agar lambi karein to lund pe marna,1
Dari jispay chootar tikaatay hen,1
Bharwey kal karni hai,1
Nabeel mjhey bachodiya nahi chahiye,1
To tera ghr knsa qareb h gandu,1
Aby bhosrike kia hai tere pass lund ke illawa ?,1
aik kali se gand bhi ha..dekhay ga,1
gand to tum hamesha dikhatay ho,1
gand hi sidhi nae horhi iski to,1
yay bc secirity hy ya koe randi hy bc,1
Larwa dya na akhir tunay bc,1
brwo larho marho maro ik dusre ko,1
Randi ye kaam tu hi kar sakti hai,1
aby lund application or letter me major differences he,1
arey badchodian bnd kro,1
Ibad ne nai bachodi ki hai group pe,1
Chutyape ki baat kr raha hai maane bharwa,1
Gand main tail laga,1
Gand jal rahe hai,1
bench chod kaam ki bat kroi varna dafa ho yahan sa,1
warna gand dakhatay hai apni,1
Manay gand phardega jafar ki cr bnnne pe aya to,1
Arey tension na le babu bharwa,1
Bharwe dekhlia na ghr men se bhai k alawa baji wagera ne to gand. Phatjaegi,1
Sb bharwe hn yahan per,1
kutay k bachoo gali mmaat bakoo,1
Kon madarchod gaali bak raha hau,1
bharwe gali mat bako,1
Gand marao bharwe apni madarchod randi,1
madarchod jaa k bund pvt mein marvao,1
Bharwe tjhse puch bhosra band kr apna,1
gando babu bhae pvt jaa k baat krle,1
Gand tikai ni abhi sofe per k ye chutyapa,1
ya sirf chutia ha,1
chutiya bana raha ha nhe ha class,1
jaffar ki gand main ku ghusa rahta bhai too,1
Ajeeb lund ha bhai yaha assigment ka bol raha hun tujhay komal ki pari ha,1
Mera lund bhi araha hai,1
Party ki bi krdnga m ny gand m thri lyni hyn pics,1
Manay randi da bharwa da chinal da kanjar hai,1
Aby bharway touch mobile hai,1
bc gand marai krni hoti ha,1
ab ye bharwa ye bhi nai de raha,1
pta nai ye kesi harkatain krta rehta hai chutiya,1
bc waleed pics kia gand ma leka betha ha jo de nhi raha,1
usama badchoda humn hasa hasa kr lund krdia usne,1
Han han babu bharway bs kr,1
tmhari gand pe fire marunga main chinal,1
Madar chod koa hta to ajata,1
Ma ko chut mujhe add kra mero chat per koi bhosar ni aya,1
Bharwe yahan krdi to kia hgya sb dekhlenge,1
Aby bharway babu bhai ... tmhari wja se whatsapp par group banaya,1
acha dekhunga.. or ye lund band mt kra kr kamine,1
8.30 pr ana h lund,1
Aur sochlo kia likha bhosri k,1
Tere gand marny ke,1
abe lore hojata ha,1
bharway tum KU me nai ho,1
bhosri k tum boss ban gay ho,1
dua kro maa chod de punjabio ki,1
bhosri ka tharak la ilaj ha,1
Babu randi inbox dekh,1
Nae nae maar lo bhai gand aik dosre ki.,1
Shadi se pehle chodne ki baatein kr raha hai or wo bhe london ko,1
Koi dekho is gando bharwe ko,1
Ku umere tere gand main kantay hain?,1
tu jo krna ha krla gand tw teri chodo ga tail masala lga k icecrem ka cream aj tujhpa niklaga,1
Ghee garm kiawa he mne kali kali gand k lye,1
wo tw dkh lga bc kski gand garam hti ha aj,1
Phr tw faran tu bht dafa chud chuka ha,1
Kisi ek ki ho kar raho chinal randi,1
Are bhae yahan dalmia k baloch umer ki gand ni chorenge tm usama ki bt krte ho,1
Usama mra sath ara ha ma uski gand aga krdoga,1
Aur sb apne mbl gandon k andr rkh kr chupakr lana,1
Apni gand par tail laga kr rakhdo,1
Shayan harish tujhy randi bol raha ha,1
Gandu ibad se sheeshe ke paise lo,1
Randi ho tum paidayishi nasli,1
Bharwon babu ko bolne do,1
Jana da yr 1 event sb sth kr ha usma b randi rona,1
ager tmhara andar tattay hota na to tm bhi krta,1
tm bhoosri k tattay chatna mein laga hua tha...,1
Oye haris ko sb milker ghero men gand mardunga,1
randi pana nai kro bhanchod,1
Bhai haris sa ijazat lo gand ma danda uska hua ha aj,1
Kher koi tatte na uthae in jeson k bhai apni self respect he,1
Aby bhosri walon laro mt,1
Usme bhi gand mara rahe ho .. Chill kro .. Or enjoy karo ..,1
Ni bc bilawaja k choure pane hena ma ki chut,1
Bhai saaf bt ye he maaz inki behne chodkr bhaga he men,1
loru chution wali bat kr raha hai,1
tatty ho na is lia,1
Yeah chutiyapa dost duniya ka,1
Chutiya tha jisne thupper mara,1
Pr ye gandu meethy hr jagah abby bn jaty hyn,1
exactly chutye loog kam nhi dunya me,1
Ye galat bakws kr rha ha,1
Lanat tum jesy Senior sahafi pe,1
To b drma band kr oly k pahty,1
chup kar bakwas apni chota tu khud hy,1
Ya ha kon isar ya bi bakwas kr raha ha,1
24 news Haramzado tum ny Is Twaif ko q bulaya,1
Bomd lagao in ghandi ourato'n ko,0
In randio ki chooot mein goli maaro!,1
Allah pak ka azab ajaye ga,0
Apki ki bund me bomb lage,1
Lunar Eclipse pandto ki maa ka bosda,1
ap international qism k be gerat hain,1
marvi khabees aurat ki waja se sab kuch howa hai,1
manhos kamini aurat lanat beshumar aesi aurto par,1
2 taky ki aurat ki waja se hu rahe ha,0
pathar ye fuzol or bewaqof aurte khaegi,0
abay teri gand me bomb phat jaye ga,1
dekh k bhai kahin bomb phat he na jaye,0
kardina ghatiya baat ghatiya admi,1
Orat march ni randi march he ye,1
Kya chutyap hai bc ye tvf,1
Yea saly charu kutty ki nasly,1
Lorry log society ko badalny chaly hy,1
Main lanat bajta ho in k Bhai or baap per,1
Kiya is Randi ki bat sun rahy ho,1
In jahel mullaon ko goliyan mar dy,0
Randion aur Dalaloon ka March,1
Lakh de lant marvi sarmd,1
Media k kuttto in randion ko coverage q de re ho,1
Bhosadivalon yahi h tum logon ki asliyat,1
Maveri tumhy Allah azaab dy ga gandi aurat.,0
Tum saazish kar rahi ho gashti,1
marvi sarmad jesi nai kuttia agai ha haram zadi r in ko suport karne wale bhi harami hi hain,1
Marvi gashti ne yeh sab khud karwaya hai...,1
Gashtee marvee sarmad dalee nasal ki,1
Marvi sarmad par lanat,1
Lanat es orat pr,1
Marvi Sarmad randi ki bachi ko vese hi goli mar deni chahiye,1
marvi lanti aurat,1
Kanjar Gashati March Dur Fitay Mow,1
kanjer and kanjerion ka march,1
Marvi sarmad randi sarmad hira mandi ki pedaish,1
Police na rook Lia warna kaat dalta kanjaro ko,1
Lant hai asy khusry par,1
pakki hram zadi hy aur yeh sari kutiyaan haen,1
aysi bysharaam Orton ko pathar nhe..hudkush bomb dimaka krna chaheay tha,1
In kutiyon ko nanga kar kay america bhejo wahan per mil jai gi inko inki galeez azadi,1
Pathar mar mar k in gandi aurtu ko sansaar ker dena chaye tha,0
Suub bewqoof akhti hoi hn,1
Randian motherchod inki chooot per tezaaab pheko!,1
hindu maderchod bhag yahan se,1
modi ki maa ki chut,1
modi ki gand me bawaseer ho bari wali,1
bara he koi bhenchod ha modi,1
apni gand mara raha ha modi,1
maa ka lora modi,1
neech ka bacha modi,1
modi ki kuss me fire,1
modi gandu ki nasal,1
modi randi chinal sala,1
apni gand mara raha ha modi kashimir me,1
nikalo is modi randi ki nasl ko,1
modi haramzada begarat,1
mulk ki maa chodi ha is randi ne,1
gand main daal lo taha ko,1
Teri jc adat NH ha Meri k har cheez gand ma dal lo,1
gandu apne time pe sb kr lia tune,1
Ando se istaqbal kro begarton ka tamamter mehnge hen,1
Begairto gareeb ka jeena mushkil kr dia hy our kehty ho maheeshat thk ho gy hy,1
Is aurat ka mu dekh k dil nai krta Gul Ahmed k kapary pehny,0
choohay teri kya auqaat hai kiraya daar jo molana par chu chu karta hai,1
neem ka pata karwa ha modi sala bharwa ha,1
ye sharif khandan ne mulk ki chod di ha,1
is khandan ki kuss me fire,1
Yeh sab Pakistan kay be aur islam kay be dushman hai,0
chor ki nasal hai ye careem,1
Sb se nakara service hai in ki ghatiya,1
ab ap sabko bewakoof bana kar kamaenge,0
Buhat pese khate he yeh log,0
Beqar service boht khaty hy lgta hy nawaz ya zrdari sy in ka taluk hai,0
Kyn pagal bana rahy ho aik hafty sy pata hai hamen kitny paani mai ho aap log,0
"Beqar hoti jarahi Hy , call center beqar hai inka",0
aaja choos mera lnud,1
Kuss Marani Ka tu ha,1
Teri Gaand mein Haathi ka Lund,1
kisi kabees ki aulad ha tu,1
naslee kahbees ha bhae tu,1
Ap aik bawaseer hain,1
Nasoor hain ye sub,1
2 no ganjay bhosri k nasoor ban k chipkay hain mulkh se,1
ye awam bhen ki lori pata nai kab samjahay gi,1
nihayat he chootar awam ha hamari,1
is se ziada chutiya awam nai dekhi bhai,1
mulk ki maa chud rahi ha,1
inhain gand masti karni ha,1
mulk ki maa chud rahi ha kuch khayal karo warna lund pe charo,1
teri nasal barbaad ho jaey,0
abay choot k bhoot bhag yahan se,1
bhenchod aur aur pucheygi tho yehi sunegi na,1
Doctor sab 2.3din hoge mujhe tatti ni aa rahi,1
Bhosadi ke gaand mei jo bambuu fasa h woh nikal bahar pehle ..,1
Aur tm indians ko tatti tw bohat aati lekin ghanta koi bathroom hay tmharay paas,1
ziaada uchal na bina lunddd ke aadmi,1
Kis chutiyay ne ye blog likha hai,1
mushkil se 2 ya 3 galiyan in main se use hoti hain baki gand se nikali hain tumne.,1
Harami ki ulad to ny pakistan walo ko apni ma our bahn ka rishta dana ha,1
harami tuje apne baap ka pata nai aur baat krne aya hy Pakistan ki,1
HinduThrust teri bhan ki kus,1
gandhi ki maa ki puddi may kuttay ka lun,1
sari world thokti ha tum indian pe rapeist country,1
india main 80% randian hain,1
salo tum logon se tati apni sambhali ni jati hindustan ki,1
lanat he caller pe bi or is pe bi,1
ya tamam tar kadiani randian hain in k sth aisa he hona chahy,1
youtube bhara ha tumhari galazat se salo kuto doob maro.,1
ab randi k tm lund lene aya ha kya suar ki olad,1
abay bhag ja yahan se choot k bhoot,1
tumharay muu pe to geela lund marna chahiye,1
itna sasta mazak..bhag yahan se bharway,1
itna koi tu bara kuss ka bacha hana,1
gand k keeray nikal ja yahan se,1
Interview lene wala toh hai hi chutiya...,1
Aby bharwy tou hy gando banda jo sirf nafrat ky like hy bs,1
dono hi chutiya sale...dono hi pagal hain,1
Es chutiye ke show me aise chutiye log he aa skte hai...,1
citizen b harami hote h waha k,1
waqar zaka ki olad BC kutty harami,1
Inka dressing sense bhut chutiya hai,1
Abe ye azad media to pakka madherchod jaat ka ha katua salla bahanchod log,1
Or in bhen k lodo ko kashmir chahiye.,1
Kya pagal bewakuf Ladki Hai,1
Dono ke dono sale madhar chod ha,1
Judge ki gaand faad Di.,1
Yr ye kya chutiyapa shows h.,1
Or judge bhi sabse bada gaandu h.,1
yeh chutiya hi rehga,1
Wakar zakar ka show kamina hai hai,1
"madarchod host hai saala, bhadua",1
Kya chutya ladki hai.,1
Marr jaate hai Behen ke laureee,1
Bhadwe yeh bakwas click bait video bhosidike,1
Ye khud b ak kanjar hy or yahan aane waly b kanjar hain,1
Chutiya larki over smart banti hai,1
Begerath!! Kya bakwaas hai!!!,1
"Pakistani roadies,Abe waqaar zaqa aukat dekh apni bhikari Desh ka sadak chhaap host",1
Yeh larkhi mujhe kisi bhi angel se khbusurat nahi lagti,0
ye sala bakwas karta h bas,1
Indian phudi k tumhe kuch pta b h,1
oye gasti k bechy zaban sanmbal k,1
oye gandoo too chup e reh hramzady,1
agle baar gaand faad dega,1
pahle likhna sikh chutiye,1
Vulgarity bhari hpi hoti hai... Kutte ki nasalon,1
"Yaar, Ye Kya chutiyapa hai.",1
Is k shows Hain hee bekaar.,0
muslmanoo py dhaba Waqar zakka,0
Yeah chutiya Ladkiyon ko khane Ki Cheez Samajhta Hai,1
sala Nichi Soch ka Aadmi hai.,0
lanath hai tum pr aur tumhare parents pr b,1
sala tu 1 num tharki hy,1
is gand k keeray ka koi ilaj nai,1
muth maar ly,1
Pehla mera Laura chuso,1
Bahut bada begairat nikala yaar Waqar Zaka Lana tha Tujhpe yaar,1
bhai ye katayi chutiya hai bc ye robot or humn ka combination ai,1
Trimmer lao is chutiye ke baal katainge....,1
Wese tu chootiyaaa hai pr vlog acha bna lyta hai,1
waise hi hi iski gand chudipadi hai kyu ar rahe ho,1
abay tu to khuth gandu hai loray,1
gando hai jabhi sabse gand marwata phirta hai,1
lorre kisi ko bolne se pehle apni gand main jhank liya karo,1
lora mera pata hai isko kuch,1
Gand mar wali pher,1
gand phate gi sb ki,1
Gandoo apna like bhi dekho,1
Barwe to apna blood pressure kue high karta ha galia de k,1
Abay chootiyon ghr per beth jao sukoon se corona aya hua hai,1
Yeh qoum baz nhi aigi inhy chhution ki littar ki zarurat hai..,1
lanat bhej kar sub ko tag karen,1
Lannat hi tm par Kota,1
Aise he logoun ne humaray mulk ka berah gharaq kiya hua hai,0
Ap b tw 1 bajay road per bachodi krhy ho,1
Danday ki qaum hai yeh.,0
Baray hi begherat qisim k log hain kasam se,1
Khuch nahi husakta in logon ka kanjar,1
kaminy khud b bimr hogy dousro ko bhi krygy,1
bs begairat awam.,1
ajeeb log hain yar kya kahe banda inhe jahil,1
bs police nai na apne Pakistan ki achi jabhi harami pan machaya wa ha,1
tm bhi ajeeb jahil sense hi nhi ha,1
O chacha .. o bhosdiwalay chacha. Rest krlo werna rest in peace ho jao gay.,1
Attention seeker hai chutia,1
Bas aab aapko thorey din muth per guzara kerna pareyga,1
Aik bar khan saab ne muth mari thi kareebi gaon me selaab aur foran auratein hamla hogaye thi,1
sowar ye kya mazak lagaya ha tu ne,1
Isko bolo gand se akhrot thor kar dekhaya tou hum isko Pakistani hulk bolenge,1
Koi roko is bawaseer ko,1
Is dalay ne comment band rakhe hai tiktok per warna itne galiya milte isko,1
Is gand ma kuj chub raha ha,1
kisnay iskay tatton py pathar mardia,1
Pakistan ka farigh tareen nafsiyati,1
Ye bakwas nae Chewtiya hai,1
Yeh bawaseer naai Madarchod hai,1
mera muttar pii lo maderchod hinduu,1
Lakh di lanat is orat par or penay walon par,1
Kesa ganda log hen yr,1
hindo bhot gunday hoty hy.,0
Lanat hay jahilon per,1
Tm sirf phudhi marwayo mode sy tmy kuch b ni ho ga,1
Lanat ho tum par jahal laguo,1
jahil to jahil hi rehta chahay jitna b parh le,1
Kis qadar ganday ghaleez log hen,1
Pisshap piny wali qoom hum se jang kry gi,0
Lant lant lakh de lant LANT mutr peny wali kom pr,1
Ye sub gandi nali k keray hen kehtay kush or kartay kush hen,1
Jahil k bachy hy begerat log,1
Abe chutiya ki aulad Tum pure jahil hi Raho Gaye,1
dube maro begherton india walon,1
Aurat march ya gashti march mujhy to gashti march lagta hi,1
Salaries de nai rhe employees ko car Kya ghanta denge.,1
Ni bhai GANDU hain,1
yrh sub kanjriyaaan hai 100 ..100 mai biknay wali,1
Randhi Badchalan Talaq Yafta kanjariyan han,1
tum jaysay harmiow ki waja say,1
Lant hy aesi jhoti hkomat pr,1
Pakistan tumhary baap ka nahi hy besharam admi,1
besharam ap ka baap hoga,1
doob k mar jao begarat,1
Lanat ho bakwas krne wale pe,1
Geo TV py lannt ha or in dalali krny walo py bi lannt ha,1
Ghaddar mu chupa raha ha Lanti,1
Ye kon lanti hy qadini lagta ht,1
Saf kahain kute wali ho gai,1
"Sab bakwas mangarat kahaniya bana kar logo ko gunrah karney k sewa kucha nai,",1
bs kutoon k kafly k sath nikl jho aur jaise bqi bhoonky waise bhonk k apna hisaa dala.,1
Lanat to eske chehry sy tapak rahi hai,1
Kam aqal urat,0
Parhy likhy jahil log,1
Allah ky lanat ho tum p or tumra maa baa par,1
Lanat hy is guftugo pe,1
kaly muuu wali tum py koi Thoktna bi pasand na kry aye Bari Apna haq mangny wali,1
Iski shikal par phly sy hi lanat baras rai ha,1
lanat hai tery peda hony par,1
lanat hai teri zaat par lanat hai teri soch par,1
jitni bi Badsurat orty hain vohe ye bkwas kr rhe hain,1
Ye kuti shakal say hi kafir lagti ha,1
ye kutti government ha,1
ye bik gai ha gorment benchod,1
ye saraya mil k humain pagal bana rahay hain madarchood k bachay,1
hamara media bohat ganda ha,0
is media ko dnda denay ki zaroorat ha,0
bikao media,0
gadar bethay hain media me,0
geo tv pe lanat beshumar,1
geo news begairat channel,1
band karo geo ko,0
geo ko aag laga deni chahiye,0
ye mulk k gaddar hain bhrway,1
ye log aisay nai sudhra ga danda dena he paray ga inko,0
media bohat madarchood ha,1
media fahashi pehla raha ha,1
media k log bhot baigarat hotay hain,1
2 chamat lago media walao k,0
gand pehlai hui ha media walo ne,1
Sb bakwas h y,1
Kyu chutiya bna rhe ho salo,1
geo walay chutiya banatay hain,1
ye kia haram khori laga rakhi ha,1
bara koi haramkhor banda ha ye,1
ghatiya harkat karta ha ye,0
ye ppp walay bohat kaam chor hain,0
aray bharway hain ye,1
Allah ki Lanat is banner wali par,1
itnay saloon me koi kaam nai kia begarton ne,1
koi sharm hoti ha koi haya hoti ha tum begairat ko kia pata kia hoti ha,1
Bhai ye log paida hi fuddu hote hai,1
ye bhikaario ki aulaad inhe kya pta ye bhosdi walo ko,1
Modi gad dhone KE liye Pani bhi nhi dega,1
Ye bhosadike fawad ko ye yaad ha,1
ap ka minster too gadda ha,1
Chutiya desho ma chutiya hi payday hota ha,1
phat gi gaand awaj kyo ni nikli,1
Aur randia world cup jeet gaya chal bhosri kay palid gande,1
na bhol k chod k gaye th,1
jahil mandir chap chootya,1
haar ke baad randi rona start kardia,1
dunia ki sab sy gandi nation hindu hi hain,0
hamne tuamhri kaise gaand marri Lahore takk bhaga bhaga Kar,1
baat nahi choda karo,1
gaand maarki rak diya,1
Tumhari gand mai ghusa di saari akad,1
Bhosdi ke pata Chala bap Kon he,1
Pakistan tere bap bhosdi ke,1
Samajh me aya madharchodon ki baap kaun hai,1
Saala randi ka paidaish,1
isi tarah harao aur jalil karo madharchodo ko..,1
mera Lund pata chala kya,1
Indian's Ki gaand me danda de na,1
Saalon ek match jeet k gaand m aag lgi hai tumhare,1
Koi baat nahin father's day pe choda gaya,1
Yeh behen ke lode ek champions trophy kya jeet liye,1
saalo world cup ka match yaad hai tumhare gand mare thi,1
salo gulami k hi layak ho,0
En 2 Takay Ki Auratu Aur Sath Main En k Kusray Baap Bhai Khawand Betu Par Laaaaaakh Di LaaaaNaaaaaaaat,1
Lanat tum sab par kis kism ki azaadi chiye .besharmo,1
Lanat hn en pr azad to ghom rai hn ab pta ni kesi azadi chahiye,1
Ye kanjer k bache jo b aay hain ye qadyani log hain,1
sab gaand me daal ke muh se nikal li hamne,1
ya to bht e bygairat gharon ki lrkiyan lgti hyn,1
bohat ganday log ho tum,1
kia jahil banda ha yar ye,1
bohat he wahiyat ha bhae,1
yar ye kia bakwas banda ha,1
Oye kutty k puttar pagal jahal janwar tere pe LANAT BE SHUMAR,1
lanati kirdaar bagerat lanat be,1
barva gandou ganda koi kisi ka passab peeta ha mara pee ly sub vairus khatm hojy ga,1
Kisi boht hi behtareen gandi nasal k kirye kutty tujh pe lanat be shumar,1
Lanat tuj kutte Par,1
Lakh di lanat India walo,1
neech k bachay hian india walay,1
gandi nasal k log indian,0
ye kia gand masti ha,1
abay sudhar jao kanjro,1
peecha chor bhai tu,0
apne kaam se kaam rakha karo chutiya,1
ajeeb koi nasli chinal ha,1
Roni soraton :p,0
Tabhi kehtay hain Kay achay bachay bet nahi lagatay :p ab bhukto,0
kher kya karein ab yaar yaha indians bh shoor macha rahe hain,0
Tum se ziada nahi lekin koi chutiya,1
"kabhi jeet ke toh aaen nahi, selfion se hi shakal dikhti hai",0
hmne hi boom boom banaya h is insan ko ab India main nahi Pakistan main khatra hai,0
ghar me ghoss kar mary gay India ko,0
gand me fire marengay direct,1
hum thak gae hain yar 20 years ho gae ap ko support krte lekin ap itne time main bus boom boom hi bne ho.....,0
perform na karna bas selfian hi lete rahna kamino,1
r jab sharmeen or malala jesi begherat yahudi aurton per fakhr karo gy haar tumhara muqadar hogi.,1
laikin sir ap nai puri Qum ko Mayos kar diya hai.,0
ye 2 takay ki aurat ha malala,0
is ka baap yahoodi agent ha,0
ye ooraon k agenad pe naach rahi ha,0
iska baap isko istimal kara raha ha,0
ye mulk me tabahi lana chati ha,0
yahoodi to chahtay hain k humain barbad karen,0
ghatiya k bachay,1
tehray moo ki aurat,0
ye sharmeen ko bhi bahir se funding hoti ha kutiya sali,1
sirf pakistan ka image kaharab karna inka kaam ha,0
mulk k liye khatra hain ye log,0
is jesay bohat ha harami,1
manzoor pashteen bhi aik nai bachodi ha,1
ye harami bhi indian agenday pe kaam kar raha ha,1
funding hoti ha in begartoon ko,1
kuss marani k,1
manzoor bara harami ha,1
bari he neech ki naslain hain,1
mulk ko bohat kahtra ha in logo se,0
Jahil k bachy,1
ye kia tamasha lagaya hua ha,0
tamasha nai begarti ha ye,1
aray bhag yahan se kuttay,1
aag lag jai gi is se,0
gand bhi phat sakti ha,1
batao qayamat aigi to pehaly kia phatey ga...asman ya zameen...sab se pahlay gand pahtay gi,1
toba karo begartoon,1
yar boss ye kia bakawas ha,1
ye kia jahalat lagai hui ha,1
bara he koi dalla admi ha amir liaqat,1
bhaar mai gaya T20! Zaleel huker hi ao gay.,1
Yeh Banda Cricket Khailtay Khailtay Budha Ho Gaya Laikin Isnay Cricket Ki ABCD Bhi Nahi Seekhi.,0
tum khud kab marogay kanjer ghatiya insan,1
GHUTYAA SAWAL KE BAAD GHUTYAA PERFORMANCE,1
AFRIDI ...AB TOO PATLI GALI SE NIKAL LE ...APNI SHAKAL NAHEN DEKHANA...MEDIA KO,0
150 bacho ko uae le ja k ehsan nahi ker rehe tumye kisi ka project tha tune bas apna nam show kia,0
"pr media acha kam kabhi nhi dekhai ga alway,s negative new,s",0
hm pe aik ehsaan krna k ab match na khelna,0
bhai tu retire kar abhi...aise khelega to aur naam kharab ho,0
Aisi ghatiya performance ki umeed the,1
PAK KA NAKAAM TAREEN BESHARAM KUPTAAN,1
tuje sherem ani chahyeh .begeret ahmed shezad or umer khatmal tere chamchay hain,1
Lala jhoot bool rai hy,0
Jis din tmhey sharam ayegi to girls ko untag kr k bakwas karna Kuch to sharam karo Jahil Insan,1
Jahilon se behas nhi karty.,1
Aray dimagh kharab kr raha hai,0
us Sahafi k b maa ki Aaankh Jo. ESA sawal pucha,0
media walo ki maaaa k Aankh,0
mny b negative story hi suni hai...is lye me to hmesha se hi is event k against hun,0
laally...ab tooo retire ho jaaa....es se pehle log tera dummy janaza nikalen...gharrooor ka sr neecha,1
Apny tout selfie or akmal k alawa bh kuch Dekh lena. Jan chor ab,0
